Years,Term,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2014,Fall,MCB,354,8,6,7,4,1,5,3,4,5,0,0,0,0,0,"Stenger, Alejandra L"
2014,Fall,MCB,428,2,14,12,11,5,7,1,0,1,0,0,0,0,0,"Ikeda, Jack S"
2014,Fall,MDIA,100,11,5,4,3,3,1,0,0,1,1,1,0,3,0,"Zike, Heather"
2014,Fall,MDIA,100,10,6,5,5,2,3,1,2,0,1,0,0,2,0,"Anderson, Barbara R"
2014,Fall,ME,300,3,21,9,17,44,9,7,12,0,0,0,0,0,1,"Lee, Tonghun"
2014,Fall,ME,310,3,21,3,5,21,6,4,2,0,0,0,0,0,0,"Aluru, Narayana R"
2014,Fall,ME,330,4,11,18,14,21,19,12,5,1,0,0,0,0,0,"Jasiuk, Iwona M"
2014,Fall,ME,340,0,20,0,0,27,0,0,6,0,0,2,0,5,0,"Vakakis, Alexander F"
2014,Fall,ME,360,7,8,6,8,11,8,4,6,1,0,0,0,0,0,"Mehdi, Syed B"
2014,Fall,ME,370,1,5,15,10,13,5,0,0,0,0,1,0,0,0,"Kim, Seok"
2014,Fall,ME,371,17,26,13,3,1,0,0,0,0,0,0,0,0,0,"Downing, Stephen D"
2014,Fall,MUS,107,1,5,7,1,4,0,0,2,0,0,0,0,1,0,"Nguyen, David Q"
2014,Fall,MUS,133,42,72,20,16,35,9,4,5,4,1,2,0,1,0,"Solis, Gabriel"
2014,Fall,MUS,241,19,19,1,1,0,0,1,0,1,0,0,0,0,0,"Denardo, Gregory F"
2014,Fall,MUS,250,1,41,8,3,1,0,0,0,0,0,0,0,0,0,"Bergonzi, Louis S"
2014,Fall,MUS,250,0,60,0,0,1,0,0,0,0,0,0,0,0,0,"Giem, Nathan G"
2014,Fall,NPRE,201,14,70,34,10,1,17,0,1,2,0,0,0,6,0,"Singer, Clifford E"
2014,Fall,NRES,102,37,138,97,71,64,44,23,12,9,7,4,1,11,3,"David, Mark B"
2014,Fall,NRES,454,9,7,5,1,0,2,1,1,0,0,0,0,2,0,"Allan, Kingsley M"
2014,Fall,PHIL,101,2,9,17,11,10,14,14,16,5,0,1,0,5,0,"Saenz, Noel B"
2014,Fall,PHIL,101,0,7,11,9,17,18,12,8,3,3,1,1,2,0,"Korman, Daniel Z"
2014,Fall,PHIL,102,10,8,18,12,7,11,7,6,3,3,0,2,14,2,"Saenz, Noel B"
2014,Fall,PHIL,102,0,67,12,13,5,12,8,4,3,0,2,1,7,0,"Ernst, Michael J"
2014,Fall,PHIL,103,2,13,2,6,6,4,2,1,3,0,0,2,2,0,"Livengood, Jonathan M"
2014,Fall,PHYS,100,79,90,49,93,115,26,6,32,8,7,4,1,0,5,"Lundsgaard, Morten"
2014,Fall,PHYS,101,60,40,49,40,31,42,46,54,26,20,9,13,10,4,"Kuhlman, Thomas E"
2014,Fall,PHYS,102,18,21,28,25,18,26,17,19,14,7,7,8,1,3,"Chemla, Yann R"
2014,Fall,PHYS,211,118,92,74,53,46,37,37,31,28,16,14,16,9,6,"Gollin, George D"
2014,Fall,PHYS,211,64,37,29,22,10,28,17,22,21,9,6,13,8,3,"Adshead, Peter J"
2014,Fall,PHYS,212,42,65,50,49,59,64,48,56,49,24,32,34,8,3,"Mason, Nadya"
2014,Fall,PHYS,212,38,52,43,36,37,70,42,49,41,26,31,48,9,2,"Kuehn, Seppe"
2014,Fall,PHYS,213,95,73,45,37,59,53,24,43,53,4,18,17,5,2,"Eckstein, James N"
2014,Fall,PHYS,214,56,81,52,64,43,66,55,57,30,29,22,26,7,8,"Eckstein, James N"
2014,Fall,PS,101,1,14,12,10,11,4,1,3,0,2,1,0,9,0,"Niece, Blair L"
2014,Fall,PS,199,8,13,2,5,3,0,1,0,0,0,0,0,0,0,"Sin, Gisela"
2014,Fall,PS,280,1,9,1,2,4,0,1,3,2,0,1,0,1,1,"Townsen, Ashly A"
2014,Fall,PS,280,0,14,13,9,11,2,3,3,3,0,0,0,3,1,"Pack, Tyler J"
2014,Fall,PS,300,2,20,16,10,6,1,6,0,2,0,0,0,1,0,"Rumsey, Jessie G"
2014,Fall,PS,300,0,6,8,3,3,2,2,0,0,0,0,0,0,0,"Vasquez, John A"
2014,Fall,PSYC,100,3,5,9,9,22,7,3,2,3,3,2,2,7,0,"Zhang, Xin"
2014,Fall,PSYC,100,6,8,7,15,18,16,7,6,5,0,2,0,6,0,"Perino, Michael T"
2014,Fall,PSYC,100,4,12,7,10,12,8,0,7,1,2,1,0,4,1,"Clevenger, Pamela E"
2014,Fall,PSYC,100,3,5,6,8,15,9,11,6,3,2,0,6,5,1,"Stanley, Sarah E"
2014,Fall,PSYC,100,3,11,7,10,4,5,2,6,2,1,4,1,2,1,"Schmidt, Sara A"
2014,Fall,PSYC,100,4,9,9,9,18,12,9,7,3,2,2,0,1,0,"Tan, Chin Hong"
2014,Fall,PSYC,100,4,6,4,19,23,10,9,7,2,1,4,0,2,0,"Moore, Matthew S"
2014,Fall,PSYC,100,1,5,1,3,6,3,2,3,1,1,1,0,0,0,"Wang, Zhiyuan"
2014,Fall,PSYC,100,5,15,3,21,13,12,9,7,3,1,2,0,2,0,"Street, Whitney"
2014,Fall,PSYC,100,5,6,12,10,14,8,9,3,5,2,3,1,1,0,"Aishwarya, -"
2014,Fall,PSYC,100,3,4,4,13,15,10,6,7,3,2,1,2,1,0,"Kim, Nayoung"
2014,Fall,PSYC,100,4,16,6,11,19,12,7,4,3,0,3,1,0,1,"Mu, Wenting"
2014,Fall,PSYC,100,3,5,4,10,16,11,8,11,4,1,3,0,4,0,"Monti, Jennifer D"
2014,Fall,PSYC,100,3,7,8,10,28,10,4,11,3,3,2,1,1,0,"Leckey, Michelle"
2014,Fall,PSYC,100,3,2,7,6,7,4,4,3,0,0,2,0,6,0,"Cronin, Deborah A"
2014,Fall,PSYC,100,2,85,0,0,81,0,0,89,0,0,14,0,7,2,"Srull, Thomas K"
2014,Fall,PSYC,201,10,20,9,17,9,9,7,3,0,1,1,0,2,0,"Phan, Wei Ming Jonath"
2014,Fall,PSYC,201,20,12,7,7,8,6,2,5,1,1,2,1,3,0,"Tan, Jia Xin J"
2014,Fall,PSYC,201,22,17,14,15,6,6,3,3,3,1,1,0,2,0,"Cho, Seong Hee"
2014,Fall,PSYC,201,16,30,16,8,9,3,3,2,2,1,0,0,0,1,"Hernandez, Jorge I"
2014,Fall,PSYC,201,18,21,12,11,10,8,6,3,1,2,0,1,1,0,"Kim, Emily S"
2014,Fall,PSYC,201,17,18,10,9,12,11,4,1,5,2,0,2,2,0,"Nickel, Lauren"
2014,Fall,PSYC,238,0,107,70,51,59,26,22,14,12,1,1,1,6,0,"Lyubansky, Mikhail"
2014,Fall,RHET,233,0,8,7,3,6,0,0,0,0,0,0,0,0,0,"Runkle, Stephen A"
2014,Fall,RHET,233,1,7,6,4,2,1,0,1,0,0,0,0,0,0,"Quintana Wulf, Isabel"
2014,Fall,RHET,233,8,9,6,12,4,3,0,0,0,0,0,0,0,0,"Ramais, Thierry"
2014,Fall,RLST,104,3,8,9,5,6,6,2,2,2,1,1,3,1,2,"Gajjar, Heena A"
2014,Fall,RLST,104,1,6,7,12,13,2,2,3,1,1,1,0,2,0,"Tatman, Dallas C"
2014,Fall,RLST,104,2,15,14,14,15,7,1,7,1,0,1,1,1,1,"Evers, John R"
2014,Fall,RLST,104,0,4,5,9,7,5,4,4,1,0,3,0,2,0,"Abosso, Daniel H"
2014,Fall,RLST,110,2,12,16,10,20,10,3,5,3,1,1,2,1,0,"Mitchell, Nicholas R"
2014,Fall,RLST,110,2,7,14,11,15,9,9,5,2,1,1,0,3,0,"Jelesijevic, Dunja"
2014,Fall,RLST,110,1,8,9,7,8,3,8,2,3,2,2,2,0,0,"Davidson, Wesley N"
2014,Fall,RLST,110,2,2,8,7,12,8,4,1,2,0,1,0,1,1,"Brenneman, Laura L"
2014,Fall,RLST,110,4,17,5,3,16,4,1,5,1,1,1,0,0,0,"Boehmer, Thomas A"
2014,Fall,RLST,110,5,7,5,12,12,8,0,3,1,1,0,0,3,0,"Averkamp, Courtney A"
2014,Fall,RLST,110,0,4,8,13,21,11,5,7,3,0,2,1,1,2,"Shelly, Joshua D"
2014,Fall,RLST,110,3,8,5,10,17,12,9,7,1,0,2,0,1,0,"Plaiss, John T"
2014,Fall,RST,110,3,42,25,16,19,10,9,13,10,4,1,4,8,1,"Raycraft, Michael"
2014,Fall,RST,199,3,17,5,7,7,1,4,1,1,0,0,0,0,0,"Smith, Natalie L"
2014,Fall,RST,199,29,2,5,3,3,1,0,0,0,0,0,0,1,0,"Wheeler, Stephanie L"
2014,Fall,RST,200,1,37,0,0,25,0,0,5,0,0,2,0,1,1,"Hardin, Donald R"
2014,Fall,RST,242,0,173,0,0,30,0,0,11,0,0,2,0,14,3,"McDonald, Cary D"
2014,Fall,RST,255,0,26,0,0,34,0,0,18,0,0,8,0,5,0,"Hardin, Donald R"
2014,Fall,SHS,120,0,466,0,0,88,0,0,16,0,0,5,0,8,0,"Wachtel, Jayne M"
2014,Fall,SHS,121,0,8,13,5,8,7,7,9,5,0,0,0,4,0,"Dramin Weiss, Susan M"
2014,Fall,SHS,121,1,7,5,3,4,0,1,0,1,0,0,0,0,0,"Haring, Donald L"
2014,Fall,SHS,221,0,11,12,2,7,5,0,5,2,1,0,2,1,0,"Haring, Donald L"
2014,Fall,SHS,321,0,5,6,12,5,7,5,1,2,0,0,1,1,0,"Carrington, Edwin H"
2014,Fall,SHS,375,2,38,1,0,3,0,0,0,0,0,0,0,0,0,"Cetin, Patricia D"
2014,Fall,SHS,470,4,2,6,5,5,4,2,0,1,0,1,0,0,0,"Aronoff, Justin E"
2014,Fall,SOC,100,2,22,7,4,8,6,2,3,3,1,2,0,1,0,"Buckley-Shaklee, Amber J"
2014,Fall,SOC,100,1,18,17,13,16,8,3,2,1,0,2,1,1,0,"Kim, Jae-Kyun"
2014,Fall,SOC,100,0,10,10,12,10,2,2,3,0,0,2,0,0,0,"Krueger, Julie C"
2014,Fall,SOC,100,0,41,0,1,0,0,0,1,1,0,1,0,0,0,"Steward, Daniel J"
2014,Fall,SOC,100,2,27,17,8,11,3,7,7,0,0,0,0,3,1,"Safoglu, Feyza N"
2014,Fall,SOC,100,2,24,12,4,10,5,1,2,0,0,0,0,1,1,"Singh, Ajay"
2014,Fall,SOC,100,0,8,4,5,5,3,2,1,0,1,1,0,0,0,"Fieseler, Carlie M"
2014,Fall,SOC,160,20,29,8,14,5,7,1,4,0,0,0,0,1,0,"Holtzclaw-Stone, Heather"
2014,Fall,SOC,196,0,17,3,5,2,4,1,0,0,1,1,2,1,1,"Akresh, Ilana R"
2014,Fall,SOCW,200,3,16,19,22,33,12,6,4,0,0,3,0,3,1,"Larrison, Tara E"
2014,Fall,SOCW,300,4,61,12,13,8,5,3,3,2,0,0,0,1,1,"Carter-Black, Janet D"
2014,Fall,SOCW,401,0,6,14,8,10,6,2,0,0,0,1,0,0,1,"Bragg, Mary"
2014,Fall,SOCW,403,1,25,3,4,11,1,1,1,0,0,0,0,0,0,"Lough, Benjamin J"
2014,Fall,SOCW,410,10,10,7,1,0,0,0,0,0,0,0,0,0,0,"Tabb Dina, Karen M"
2014,Fall,SOCW,427,2,12,6,3,0,0,0,0,0,0,0,0,0,0,"Liao, Minli"
2014,Fall,SOCW,427,1,17,6,2,0,0,0,0,0,0,0,0,0,0,"Shepke, Frank T"
2014,Fall,SOCW,451,7,9,1,1,3,0,0,0,1,0,0,0,0,1,"Manselle, Tonya L"
2014,Fall,SOCW,500,4,10,9,0,0,0,0,0,0,0,0,0,1,0,"Deloney, Delight"
2014,Fall,SOCW,500,10,7,5,0,1,0,0,1,0,0,0,0,0,0,"Cintron, Valerie"
2014,Fall,SOCW,541,0,7,6,3,3,2,0,1,0,0,1,0,0,1,"Li, Hong"
2014,Fall,SOCW,552,0,19,4,1,0,0,0,0,0,0,0,0,0,0,"Shea, Timothy M"
2014,Fall,SOCW,589,0,24,17,8,5,0,0,0,0,0,0,0,0,0,"Kopels, Sandra L"
2014,Fall,SOCW,589,0,7,7,7,5,0,0,0,0,0,0,0,0,0,"Becker, Justine"
2014,Fall,SPAN,309,3,10,12,10,4,6,1,2,0,0,0,0,0,0,"Escobar, Anna M"
2014,Fall,SPED,117,0,303,0,0,53,0,0,21,0,0,12,0,5,1,"Bentz, Johnell L"
2014,Fall,SPED,205,0,42,0,0,1,0,0,3,0,0,0,0,0,0,"Light Shriner, Cheryl L"
2014,Fall,SPED,405,0,42,0,0,3,0,0,0,0,0,0,0,0,0,"Light Shriner, Cheryl L"
2014,Fall,STAT,100,19,49,12,11,10,5,5,7,2,1,1,1,6,0,"He, Yifeng"
2014,Fall,STAT,100,84,156,69,58,45,28,23,21,11,5,1,0,5,1,"Ravat, Uma V"
2014,Fall,STAT,100,0,30,7,2,4,1,0,0,0,0,1,0,0,1,"Man, Albert X"
2014,Fall,STAT,100,119,338,179,115,103,44,32,33,18,10,6,2,10,1,"Laska, Karle A"
2014,Fall,STAT,200,5,6,4,5,3,6,2,2,1,0,1,0,2,0,"Wang, Jin"
2014,Fall,STAT,200,6,12,7,9,3,2,2,2,1,0,0,0,0,0,"Wang, Shiyu"
2014,Fall,STAT,200,6,28,1,4,1,1,0,1,0,0,1,0,2,1,"Yu, Albert"
2014,Fall,STAT,212,17,21,6,5,12,3,0,3,3,0,2,0,2,0,"Willner, Dana L"
2014,Fall,STAT,400,31,83,42,54,38,48,27,21,23,4,17,7,6,3,"Stepanov, Alexey G"
2014,Fall,STAT,400,10,47,33,21,17,14,12,9,10,3,6,7,12,2,"Dalpiaz, David M"
2014,Fall,STAT,410,20,9,6,7,11,8,6,9,5,4,1,0,5,3,"Culpepper, Steven A"
2014,Fall,STAT,420,25,18,9,9,8,1,4,5,0,3,1,0,2,1,"Culpepper, Steven A"
2014,Fall,STAT,425,2,15,18,9,8,6,9,1,2,1,0,0,0,0,"Park, Trevor H"
2014,Fall,STAT,430,0,9,13,10,4,0,0,1,1,0,1,0,0,0,"Glosemeyer, Darren W"
2014,Fall,STAT,440,2,14,30,20,4,3,0,2,0,0,1,0,0,1,"Unger, David"
2014,Fall,STAT,448,1,10,10,8,6,1,2,1,0,0,0,0,0,0,"Glosemeyer, Darren W"
2014,Fall,TAM,210,9,8,16,10,17,14,11,12,1,6,4,3,2,1,"Tortorelli, Daniel A"
2014,Fall,TAM,211,14,13,17,17,21,15,19,13,13,13,6,2,11,0,"Tortorelli, Daniel A"
2014,Fall,THEA,101,457,394,221,99,70,58,24,24,8,4,7,8,15,1,"Morrissette, Jason W"
2014,Spring,AAS,100,0,44,14,6,2,1,0,0,0,1,0,0,0,0,"Livingston, Susan B"
2014,Spring,AAS,100,20,29,11,6,0,0,1,0,0,0,0,0,0,0,"Kim, Sujung"
2014,Spring,AAS,100,9,36,12,5,2,1,0,0,0,0,0,0,2,1,"Thomas, Merin A"
2014,Spring,AAS,100,3,10,7,6,5,1,1,0,0,0,0,0,0,0,"Kwon, Yaejoon"
2014,Spring,ACCY,200,1,22,1,1,0,0,0,0,0,0,0,0,0,0,"Finnegan, Thomas"
2014,Spring,ACCY,200,2,32,27,24,27,15,10,12,8,3,4,1,0,0,"Silhan, Peter A"
2014,Spring,ACCY,201,2,12,14,16,14,5,12,3,4,0,6,0,4,1,"Hennessy, James E"
2014,Spring,ACCY,201,6,22,14,17,15,9,8,1,2,0,1,0,0,1,"Huang, John"
2014,Spring,ACCY,201,6,23,21,16,18,4,6,2,2,0,1,0,0,0,"Daugherty, Mark P"
2014,Spring,ACCY,202,2,10,3,15,7,2,3,2,3,0,1,0,0,0,"Ye, Xinxin"
2014,Spring,ACCY,202,4,25,2,18,16,9,4,0,0,0,0,0,0,0,"Moradi, Maseeh"
2014,Spring,ACCY,202,2,22,5,18,9,5,0,4,2,0,1,0,1,1,"McNamara, Sean M"
2014,Spring,ACCY,202,1,13,3,15,14,4,4,4,4,0,3,0,0,1,"Le, Nga H"
2014,Spring,ACCY,202,2,18,2,17,10,3,10,7,1,0,2,0,1,0,"Mulvihill, Brian J"
2014,Spring,ACCY,202,7,19,4,15,11,4,8,1,2,0,0,0,0,0,"Lin, Jonathan T"
2014,Spring,ACCY,202,4,17,1,21,18,5,3,2,3,0,0,0,0,0,"Ledvora, Joseph A"
2014,Spring,ACCY,202,5,23,1,15,16,4,6,2,4,0,0,0,0,0,"Smigielski, Michael A"
2014,Spring,ACCY,301,1,8,3,11,7,2,3,1,0,0,0,0,0,0,"Finnegan, Thomas"
2014,Spring,ACCY,301,5,16,34,28,13,8,3,5,2,1,0,0,0,0,"Rennekamp, Kristina M"
2014,Spring,ACCY,301,1,10,5,9,6,3,0,2,1,0,0,0,1,0,"Zhou, Hailan"
2014,Spring,ACCY,302,1,22,7,25,14,1,6,2,0,0,0,1,0,0,"Drnevich, Dawn J"
2014,Spring,ACCY,302,0,12,30,30,21,10,6,2,3,0,0,0,0,0,"Fanning, Kirsten B"
2014,Spring,ACCY,303,14,16,20,14,16,6,12,1,2,3,0,0,0,0,"Zhu, Wei"
2014,Spring,ACCY,303,6,22,17,10,10,5,5,0,0,0,0,0,0,0,"Schwartz, Rachel"
2014,Spring,ACCY,303,14,18,7,8,10,5,3,5,2,0,0,1,0,1,"Li, Yue"
2014,Spring,ACCY,304,14,4,36,12,7,5,1,9,3,0,1,0,0,0,"Fan, Qintao"
2014,Spring,ACCY,304,11,7,7,6,13,5,3,0,0,0,0,2,0,0,"Wu, Martin G"
2014,Spring,ACCY,304,0,5,19,61,10,0,1,0,0,0,0,0,0,0,"Vance, Thomas W"
2014,Spring,ACCY,312,1,19,23,34,23,12,1,0,1,0,0,0,0,0,"Varadharajan, Anupama"
2014,Spring,ACCY,312,7,22,9,42,21,9,2,2,0,0,0,0,0,2,"Lisowsky, Petro"
2014,Spring,ACCY,405,0,10,15,15,14,3,2,2,0,0,0,0,1,0,"Asante Appiah, Bright"
2014,Spring,ACCY,405,0,10,3,4,9,3,2,0,0,0,0,0,0,0,"Peecher, Mark E"
2014,Spring,ACCY,405,0,13,25,26,20,5,6,1,0,0,0,0,0,0,"Thompson, Anne M"
2014,Spring,ACCY,504,0,38,24,0,43,5,1,0,0,0,0,0,0,0,"Pesch, Heather L"
2014,Spring,ACCY,510,0,18,19,7,17,1,0,0,0,0,0,0,0,0,"Polinski, Paul W"
2014,Spring,ACCY,511,2,18,14,17,22,9,4,6,0,0,0,0,0,0,"Sougiannis, Theodore"
2014,Spring,ACCY,511,2,8,6,17,7,3,1,1,1,0,0,0,0,0,"Zong, Bing"
2014,Spring,ACCY,511,12,24,48,34,14,0,0,0,0,0,0,0,0,0,"Narayanamoorthy, Ganapath"
2014,Spring,ACCY,515,0,41,19,20,30,4,1,0,0,0,0,0,0,0,"Majors, Tracie M"
2014,Spring,ACCY,517,0,44,22,31,35,14,5,3,0,0,0,0,0,0,"Ibrahim, Adel Nematallah"
2014,Spring,ACCY,557,3,6,14,3,2,1,0,0,0,0,0,0,0,0,"McAlpine, William C"
2014,Spring,ACE,100,0,2,4,5,15,13,11,13,5,4,9,12,9,1,"Gundersen, Lisa C"
2014,Spring,ACE,161,0,113,0,0,27,0,0,6,0,0,1,0,1,0,"Lo, Alexander C"
2014,Spring,ACE,161,0,105,0,0,32,0,0,3,0,0,4,0,0,0,"Rogalla, Valerie"
2014,Spring,ACE,360,30,24,16,13,4,4,4,1,1,1,0,0,2,1,"Doehring, Todd A"
2014,Spring,ADV,150,22,166,24,26,62,6,2,2,1,2,1,0,3,2,"Hall, Steven R"
2014,Spring,ADV,283,0,50,29,5,1,0,0,0,0,0,0,0,0,0,"Raquel, Steve A"
2014,Spring,ADV,284,0,5,50,20,6,3,0,0,0,0,0,0,0,0,"Duff, Brittany"
2014,Spring,ADV,483,0,2,33,22,12,9,5,1,1,0,0,0,0,0,"Sar, Sela"
2014,Spring,ADV,491,4,36,8,0,0,1,0,0,0,0,0,0,0,0,"Bowden, Tiffany N"
2014,Spring,AE,443,1,6,5,4,9,1,0,1,0,0,0,0,0,0,"Carroll, David L"
2014,Spring,AGED,480,15,17,6,1,2,0,0,0,0,0,0,0,0,0,"Keating, Kari H"
2014,Spring,AIS,101,1,39,0,0,18,0,0,4,0,0,1,0,1,0,"McKenzie-Jones, Paul R"
2014,Spring,AIS,101,2,9,8,1,7,2,2,1,0,0,0,0,1,0,"Gilbert, Matthew"
2014,Spring,AIS,101,1,3,4,4,5,4,0,0,1,0,0,0,0,0,"DeLisle, Christine T"
2014,Spring,ANSC,100,4,27,0,3,18,0,2,9,0,1,1,0,0,0,"Parrett, Douglas F"
2014,Spring,ANSC,207,0,51,0,26,61,16,9,17,1,1,5,0,2,0,"Brandt, Adam L"
2014,Spring,ANSC,306,1,31,3,8,9,1,1,1,0,0,0,0,0,0,"Kline, Kevin H"
2014,Spring,ANTH,246,0,37,0,0,66,0,0,29,0,0,5,0,6,0,"Hughes, Cris E"
2014,Spring,ARCH,199,40,8,4,1,4,4,0,7,3,0,4,0,5,3,"Mink, Barry L"
2014,Spring,ASTR,100,15,33,50,30,30,25,15,24,8,8,8,2,15,2,"Dalal, Neal K"
2014,Spring,BADM,310,0,14,23,9,8,3,0,0,0,0,0,0,0,0,"Shabbir, Muhammad S"
2014,Spring,BADM,311,0,15,37,25,6,1,1,1,0,0,0,0,0,0,"Gajendran, Ravi S"
2014,Spring,BADM,312,0,17,17,7,7,2,2,0,2,1,0,0,0,0,"Neuman, Eric J"
2014,Spring,BADM,320,0,54,33,14,6,1,3,4,1,0,0,0,0,0,"Shabbir, Muhammad S"
2014,Spring,BADM,322,5,11,13,7,1,0,0,0,0,0,0,0,0,0,"Jiang, Duo"
2014,Spring,BADM,325,2,23,54,26,12,3,3,0,1,0,0,0,0,0,"Otnes, Cornelia C"
2014,Spring,BADM,350,0,27,8,2,0,0,0,0,0,0,0,0,0,0,"Tu, Yuju"
2014,Spring,BADM,350,0,29,43,24,12,7,0,1,0,0,0,0,0,0,"Kim, Sung W"
2014,Spring,BADM,350,7,21,7,5,0,0,0,0,0,0,0,0,0,0,"Guo, Rui"
2014,Spring,BADM,374,14,13,22,17,6,5,1,0,0,0,0,0,0,1,"Li, Meng"
2014,Spring,BADM,375,7,11,18,17,20,21,7,7,3,0,0,0,0,1,"Lim, Michael K"
2014,Spring,BADM,375,0,6,10,7,5,3,2,0,0,0,0,0,0,0,"Kim, Kil Sun"
2014,Spring,BADM,380,2,22,6,4,1,0,1,0,0,0,0,0,0,1,"Skousen, Bradley R"
2014,Spring,BADM,382,19,26,21,6,4,0,0,0,0,0,0,0,0,0,"Koo, Minkyung"
2014,Spring,BADM,395,0,9,4,15,6,2,0,1,0,0,0,0,0,0,"Loewenstein, Jeffrey"
2014,Spring,BADM,420,5,17,13,5,2,1,1,1,0,0,0,0,0,0,"Fisher, Gregory J"
2014,Spring,BADM,449,3,38,17,7,7,3,1,1,2,0,0,0,0,0,"Anderson, Phillip C"
2014,Spring,BADM,449,4,19,24,20,4,5,0,1,0,0,0,0,0,0,"Somaya, Deepak"
2014,Spring,BADM,449,3,48,14,7,4,0,0,0,0,0,0,0,0,0,"Fertig, Kevin"
2014,Spring,BADM,449,9,27,26,16,14,6,7,3,4,0,2,1,1,0,"Drnevich, Paul L"
2014,Spring,BADM,449,7,24,6,1,0,0,1,1,0,0,0,0,0,0,"Vieregger, Carl H"
2014,Spring,BADM,543,1,33,36,21,20,7,0,0,0,0,0,0,0,0,"Sleptsov, Alexander"
2014,Spring,BADM,566,9,30,39,13,14,4,1,5,0,0,0,1,1,0,"Agrawal, Anupam"
2014,Spring,BADM,574,4,9,45,39,19,4,0,0,0,0,0,0,0,0,"Kwon, Hyok-Jon D"
2014,Spring,BADM,589,8,36,25,16,18,8,3,4,0,0,0,0,0,0,"Taghaboni-Dutta, Fataneh"
2014,Spring,BADM,590,4,7,5,4,4,1,0,0,0,0,0,0,0,0,"Clougherty, Joseph A"
2014,Spring,BADM,590,0,5,10,4,4,0,0,0,0,0,0,0,0,0,"Sleptsov, Alexander"
2014,Spring,BADM,590,11,28,2,3,8,0,0,1,0,0,0,0,0,0,"Kurtz, Jeffrey M"
2014,Spring,BADM,590,3,15,9,3,1,1,0,0,0,0,0,0,0,0,"Somaya, Deepak"
2014,Spring,BADM,590,2,13,4,2,1,1,0,0,0,0,0,0,0,0,"Kraatz, Matthew S"
2014,Spring,BADM,590,0,26,2,2,2,0,0,0,0,0,0,0,0,0,"Echambadi, Rajagopal"
2014,Spring,BADM,590,0,13,6,8,5,0,0,0,0,0,0,0,0,0,"Lansing, Paul"
2014,Spring,BADM,590,0,21,20,3,1,0,1,0,0,0,1,0,0,0,"Larson, Eric"
2014,Spring,BADM,590,2,46,3,0,4,1,0,0,0,0,0,0,0,0,"Nelson, Matthew L"
2014,Spring,BTW,250,0,24,0,0,1,0,0,0,0,0,0,0,0,0,"Grohens, Joseph"
2014,Spring,BTW,250,0,6,3,7,5,0,0,0,0,0,0,0,0,0,"Gilmore, Shawn P"
2014,Spring,BTW,250,0,10,4,2,2,2,0,1,0,0,0,0,0,0,"Slobodnik, Sydney J"
2014,Spring,BTW,250,0,1,24,10,7,1,1,0,0,0,0,0,1,0,"Williams, Kelly E"
2014,Spring,BTW,250,0,15,15,10,3,0,1,0,0,0,0,0,0,0,"Mesnard, Natalie A"
2014,Spring,BTW,250,0,12,7,3,1,0,0,0,0,0,0,0,0,0,"McQuiston, Erin S"
2014,Spring,BTW,250,0,0,5,5,5,5,1,1,1,0,0,0,0,0,"Hanson, Justin N"
2014,Spring,BTW,250,0,6,10,3,2,0,0,0,0,0,0,0,0,0,"Mock, Charles"
2014,Spring,BTW,250,3,29,2,0,7,2,0,1,0,0,0,1,0,0,"Hechler, William D"
2014,Spring,BTW,250,0,16,21,5,2,1,0,0,0,0,0,0,0,0,"Sunia, Patricia G"
2014,Spring,BTW,250,0,5,11,8,0,0,0,0,0,0,0,0,0,0,"Walters, Kristin"
2014,Spring,BTW,250,0,2,7,7,6,0,0,1,0,0,0,0,0,0,"Funk, Yevgeniya"
2014,Spring,BTW,250,7,13,1,0,0,0,0,0,0,0,0,0,1,0,"Massen, Yael K"
2014,Spring,BTW,250,0,18,1,2,0,0,0,0,1,0,0,0,0,0,"Grieve, Nolan R"
2014,Spring,BTW,250,1,8,7,2,4,2,0,0,0,0,0,0,0,0,"Dettmar, Esther K"
2014,Spring,BTW,250,0,22,1,1,0,0,0,0,0,0,0,0,0,0,"Irons, DeAvery V"
2014,Spring,BTW,250,0,3,13,5,1,1,0,0,0,0,0,0,0,0,"Khatiblou, Roya"
2014,Spring,BTW,250,0,1,7,3,7,3,1,0,0,0,0,0,0,0,"Chandler, Erin D"
2014,Spring,BTW,261,1,4,5,4,5,3,1,0,0,0,0,0,0,0,"Ballard, Shawn C"
2014,Spring,CEE,498,7,11,6,1,0,1,0,1,0,0,0,0,0,0,"Work, Daniel"
2014,Spring,CEE,598,1,16,20,20,6,9,1,1,0,0,0,0,0,0,"Young, Brent D"
2014,Spring,CHBE,431,1,8,8,10,14,4,7,6,4,1,0,0,0,0,"Vogel, Troy"
2014,Spring,CHEM,102,8,47,19,51,70,63,95,101,50,43,27,29,21,10,"Hummel, Thomas J"
2014,Spring,CHEM,102,5,19,13,22,38,45,60,47,27,14,14,7,12,3,"Huang, Tina H"
2014,Spring,CHEM,103,2,110,22,12,10,7,0,3,5,1,2,1,3,1,"Wang, Kwo-Kwang A"
2014,Spring,CHEM,103,1,130,29,20,14,9,6,3,2,1,0,1,8,1,"Jackson, Bailey J"
2014,Spring,CHEM,103,0,101,20,10,13,2,5,6,2,1,3,0,4,1,"Tian, Shiliang"
